Order_ID,Order_Date,User_ID,Product_ID,Loc_ID,Referral_Source,Quantity,Unit_Price,Unit_Cost,Status
ORD-42375,2024-02-07 19:50:00,U-5294,P13,L-SW1,Chant,2,4500,2100,Completed
ORD-44518,2024-02-07 20:34:00,U-5184,P16,L-SS1,Chant,1,8500,3800,Failed
ORD-41994,2024-02-07 20:52:00,U-5471,P12,L-NC1,Reels,1,28000,19000,Completed
ORD-42140,2024-02-07 21:03:00,U-5259,P11,L-NW1,Profile Feed,1,35000,4500,Completed
ORD-46489,2024-02-07 21:18:00,U-5281,P11,L-SW2,Reels,1,35000,4500,Completed
ORD-46223,2024-02-07 21:37:00,U-5074,P10,L-SW1,Reels,2,12500,7200,Completed
ORD-41728,2024-02-07 21:47:00,U-5356,P12,L-NC1,Chant,1,28000,19000,Completed
ORD-46074,2024-02-07 22:38:00,U-5327,P11,L-SE1,Direct Link,1,35000,4500,Refunded
ORD-40313,2024-02-07 23:18:00,U-5455,P15,L-SW1,Reels,1,6000,1500,Completed
ORD-45868,2024-02-08 02:10:00,U-5651,P11,L-SS1,Chant,1,35000,4500,Completed
ORD-43172,2024-02-08 05:10:00,U-5550,P13,L-NW1,Reels,1,4500,2100,Completed
ORD-46472,2024-02-08 11:09:00,U-5462,P10,L-SS1,Chant,2,12500,7200,Completed
ORD-41939,2024-02-08 12:10:00,U-5200,P12,L-SE1,Profile Feed,1,28000,19000,Failed
ORD-41990,2024-02-08 12:21:00,U-5294,P12,L-SW1,Reels,1,28000,19000,Completed
ORD-40977,2024-02-08 13:25:00,U-5394,P11,L-SS1,Chant,1,35000,4500,Completed
ORD-45352,2024-02-08 15:08:00,U-5215,P14,L-SS1,Chant,1,2000,300,Completed
ORD-44078,2024-02-08 16:35:00,U-5016,P12,L-NW1,Reels,1,28000,19000,Completed
ORD-47193,2024-02-08 17:22:00,U-5868,P15,L-NC1,Chant,1,6000,1500,Completed
ORD-46581,2024-02-08 17:57:00,U-5356,P10,L-SE1,Profile Feed,1,12500,7200,Completed
ORD-42984,2024-02-08 18:22:00,U-5257,P12,L-SE1,Reels,1,28000,19000,Completed
ORD-46361,2024-02-08 18:37:00,U-5305,P10,L-SW1,Reels,1,12500,7200,Completed
ORD-42735,2024-02-08 18:38:00,U-5489,P11,L-SW2,Chant,1,35000,4500,Completed
ORD-47339,2024-02-08 18:40:00,U-5843,P11,L-SE1,Reels,1,35000,4500,Completed
ORD-47082,2024-02-08 19:02:00,U-5936,P16,L-SS1,Reels,2,8500,3800,Completed
ORD-44759,2024-02-08 19:05:00,U-5222,P10,L-NW1,Reels,1,12500,7200,Completed
ORD-47448,2024-02-08 19:26:00,U-5103,P14,L-SW2,Reels,1,2000,300,Refunded
ORD-47465,2024-02-08 19:37:00,U-5961,P16,L-SE1,Reels,1,8500,3800,Completed
ORD-43442,2024-02-08 19:45:00,U-5541,P14,L-NC1,Direct Link,1,2000,300,Completed
ORD-41796,2024-02-08 20:28:00,U-5863,P12,L-NC1,Reels,2,28000,19000,Completed
ORD-43483,2024-02-08 20:48:00,U-5058,P13,L-SE1,Reels,2,4500,2100,Completed
ORD-43152,2024-02-08 21:13:00,U-5891,P16,L-SE1,Chant,1,8500,3800,Failed
ORD-43373,2024-02-08 21:46:00,U-5684,P16,L-SW1,Direct Link,1,8500,3800,Completed
ORD-45371,2024-02-08 22:26:00,U-5919,P15,L-SS1,Reels,1,6000,1500,Completed
ORD-44404,2024-02-08 22:47:00,U-5595,P16,L-SE1,Reels,1,8500,3800,Completed
ORD-46461,2024-02-08 22:48:00,U-5769,P13,L-NC1,Reels,1,4500,2100,Completed
ORD-44533,2024-02-08 23:04:00,U-5289,P16,L-SS1,Reels,1,8500,3800,Completed
ORD-40339,2024-02-09 06:45:00,U-5431,P16,L-NC1,Profile Feed,1,8500,3800,Completed
ORD-44046,2024-02-09 08:23:00,U-5309,P13,L-SS1,Reels,1,4500,2100,Completed
ORD-41855,2024-02-09 10:01:00,U-5591,P16,L-NC1,Profile Feed,1,8500,3800,Completed
ORD-46660,2024-02-09 10:21:00,U-5585,P16,L-NC1,Chant,1,8500,3800,Completed
ORD-43941,2024-02-09 10:38:00,U-5417,P15,L-SW2,Reels,1,6000,1500,Completed
ORD-44364,2024-02-09 11:46:00,U-5917,P10,L-NC1,Chant,1,12500,7200,Completed
ORD-45841,2024-02-09 14:31:00,U-5554,P16,L-SW1,Chant,1,8500,3800,Completed
ORD-43292,2024-02-09 18:13:00,U-5192,P16,L-NW1,Reels,1,8500,3800,Completed
ORD-44089,2024-02-09 18:20:00,U-5329,P12,L-SS1,Reels,1,28000,19000,Completed
ORD-44960,2024-02-09 18:45:00,U-5139,P10,L-SS1,Chant,2,12500,7200,Completed
ORD-42496,2024-02-09 19:12:00,U-5306,P12,L-NC1,Profile Feed,1,28000,19000,Completed
ORD-41813,2024-02-09 19:47:00,U-5840,P10,L-NC1,Search,1,12500,7200,Completed
ORD-45057,2024-02-09 20:56:00,U-5586,P16,L-SS1,Direct Link,3,8500,3800,Completed
ORD-40890,2024-02-09 21:31:00,U-5833,P15,L-NC1,Reels,1,6000,1500,Completed
ORD-41738,2024-02-09 21:39:00,U-5691,P11,L-NC1,Reels,1,35000,4500,Failed
ORD-43531,2024-02-09 21:39:00,U-5870,P15,L-SS1,Chant,1,6000,1500,Completed
ORD-44020,2024-02-09 21:51:00,U-5599,P11,L-SS1,Chant,1,35000,4500,Completed
ORD-43345,2024-02-09 22:44:00,U-5230,P10,L-SS1,Reels,1,12500,7200,Completed
ORD-43934,2024-02-09 22:57:00,U-5137,P15,L-SE1,Reels,1,6000,1500,Completed
ORD-46476,2024-02-10 06:31:00,U-5988,P16,L-SW2,Chant,1,8500,3800,Completed
ORD-41056,2024-02-10 08:20:00,U-5045,P10,L-NC1,Reels,1,12500,7200,Failed
ORD-44328,2024-02-10 09:13:00,U-5191,P11,L-SW2,Chant,1,35000,4500,Completed
ORD-44539,2024-02-10 10:49:00,U-5398,P13,L-NW1,Reels,1,4500,2100,Completed
ORD-42007,2024-02-10 10:55:00,U-5512,P10,L-SW2,Direct Link,1,12500,7200,Completed
ORD-44450,2024-02-10 11:09:00,U-5930,P13,L-SW1,Reels,1,4500,2100,Completed
ORD-41583,2024-02-10 11:24:00,U-5200,P14,L-SW2,Reels,1,2000,300,Completed
ORD-42338,2024-02-10 11:59:00,U-5657,P16,L-NC1,Reels,1,8500,3800,Completed
ORD-40976,2024-02-10 13:03:00,U-5058,P12,L-NW1,Reels,1,28000,19000,Completed
ORD-41666,2024-02-10 13:17:00,U-5733,P15,L-SS1,Direct Link,1,6000,1500,Completed
ORD-44868,2024-02-10 14:06:00,U-5613,P11,L-NW1,Reels,1,35000,4500,Completed
ORD-43555,2024-02-10 14:31:00,U-5789,P13,L-SE1,Reels,2,4500,2100,Completed
ORD-41558,2024-02-10 15:51:00,U-5667,P12,L-SW2,Chant,1,28000,19000,Completed
ORD-45220,2024-02-10 16:37:00,U-5429,P13,L-SW1,Profile Feed,1,4500,2100,Completed
ORD-42092,2024-02-10 17:07:00,U-5573,P13,L-NW1,Reels,1,4500,2100,Completed
ORD-42248,2024-02-10 17:28:00,U-5699,P10,L-SE1,Profile Feed,2,12500,7200,Failed
ORD-44509,2024-02-10 18:17:00,U-5473,P13,L-NC1,Reels,1,4500,2100,Completed
ORD-40859,2024-02-10 19:33:00,U-5950,P16,L-SE1,Direct Link,1,8500,3800,Completed
ORD-46245,2024-02-10 19:39:00,U-5454,P12,L-NW1,Reels,1,28000,19000,Completed
ORD-42112,2024-02-10 19:58:00,U-5847,P13,L-SW1,Reels,1,4500,2100,Completed
ORD-45099,2024-02-10 20:52:00,U-5121,P12,L-NW1,Reels,1,28000,19000,Completed
ORD-46104,2024-02-10 20:56:00,U-5351,P13,L-NC1,Direct Link,1,4500,2100,Completed
ORD-45539,2024-02-10 21:09:00,U-5825,P12,L-SE1,Chant,1,28000,19000,Completed
ORD-46980,2024-02-10 21:29:00,U-5162,P15,L-SW1,Reels,1,6000,1500,Completed
ORD-42493,2024-02-10 21:32:00,U-5978,P12,L-SW2,Reels,3,28000,19000,Completed
ORD-43611,2024-02-10 21:47:00,U-5445,P12,L-SW2,Reels,1,28000,19000,Completed
ORD-40310,2024-02-10 21:48:00,U-5703,P16,L-SS1,Reels,2,8500,3800,Completed
ORD-42590,2024-02-10 22:25:00,U-5196,P14,L-NW1,Reels,1,2000,300,Completed
ORD-44012,2024-02-10 22:32:00,U-5847,P15,L-NW1,Search,1,6000,1500,Completed
ORD-43122,2024-02-10 22:35:00,U-5404,P12,L-SW1,Direct Link,1,28000,19000,Completed
ORD-43923,2024-02-10 23:08:00,U-5232,P14,L-SS1,Reels,1,2000,300,Completed
ORD-46654,2024-02-10 23:25:00,U-5614,P16,L-NC1,Chant,1,8500,3800,Completed
ORD-40967,2024-02-10 23:44:00,U-5193,P10,L-SE1,Direct Link,1,12500,7200,Completed
ORD-45018,2024-02-11 09:57:00,U-5205,P10,L-NC1,Chant,1,12500,7200,Refunded
ORD-45056,2024-02-11 10:04:00,U-5774,P14,L-SW1,Chant,1,2000,300,Completed
ORD-42599,2024-02-11 14:09:00,U-5090,P15,L-SW2,Direct Link,1,6000,1500,Completed
ORD-46229,2024-02-11 15:04:00,U-5029,P14,L-SW2,Chant,1,2000,300,Failed
ORD-43558,2024-02-11 16:17:00,U-5159,P12,L-SW1,Profile Feed,1,28000,19000,Completed
ORD-45637,2024-02-11 16:18:00,U-5005,P13,L-SE1,Direct Link,2,4500,2100,Completed
ORD-42141,2024-02-11 16:21:00,U-5154,P13,L-NW1,Reels,1,4500,2100,Completed
ORD-46265,2024-02-11 17:28:00,U-5915,P15,L-SW1,Direct Link,1,6000,1500,Completed
ORD-42499,2024-02-11 18:02:00,U-5634,P16,L-SE1,Chant,1,8500,3800,Completed
ORD-46986,2024-02-11 18:02:00,U-5901,P13,L-SS1,Chant,1,4500,2100,Completed
ORD-42915,2024-02-11 18:07:00,U-5153,P14,L-SW1,Reels,1,2000,300,Failed
ORD-40936,2024-02-11 19:20:00,U-5023,P11,L-SW1,Reels,1,35000,4500,Completed
ORD-43900,2024-02-11 20:00:00,U-5902,P13,L-SW2,Direct Link,1,4500,2100,Completed
ORD-46667,2024-02-11 20:02:00,U-5766,P10,L-NC1,Direct Link,1,12500,7200,Refunded
ORD-47360,2024-02-11 20:08:00,U-5558,P16,L-SW1,Reels,1,8500,3800,Refunded
ORD-41013,2024-02-11 20:08:00,U-5817,P16,L-SW2,Reels,1,8500,3800,Completed
ORD-46186,2024-02-11 20:12:00,U-5278,P15,L-NW1,Reels,1,6000,1500,Completed
ORD-42123,2024-02-11 20:19:00,U-5867,P16,L-SW1,Chant,1,8500,3800,Completed
ORD-43252,2024-02-11 21:14:00,U-5832,P10,L-SS1,Search,2,12500,7200,Completed
ORD-46989,2024-02-11 21:20:00,U-5163,P13,L-SS1,Direct Link,1,4500,2100,Completed
ORD-43154,2024-02-11 21:41:00,U-5197,P14,L-SE1,Reels,1,2000,300,Completed
ORD-45645,2024-02-11 21:48:00,U-5643,P14,L-SW2,Reels,1,2000,300,Completed
ORD-43921,2024-02-11 22:09:00,U-5723,P15,L-SW2,Direct Link,1,6000,1500,Completed
ORD-42235,2024-02-12 08:14:00,U-5114,P13,L-SW2,Chant,1,4500,2100,Completed
ORD-47212,2024-02-12 09:55:00,U-5785,P12,L-SW1,Reels,1,28000,19000,Completed
ORD-42616,2024-02-12 10:16:00,U-5735,P15,L-NW1,Reels,1,6000,1500,Completed
ORD-46692,2024-02-12 11:52:00,U-5175,P15,L-SE1,Reels,1,6000,1500,Completed
ORD-41164,2024-02-12 12:42:00,U-5780,P11,L-SE1,Reels,2,35000,4500,Completed
ORD-43800,2024-02-12 12:57:00,U-5043,P11,L-SE1,Reels,1,35000,4500,Completed
ORD-42467,2024-02-12 14:02:00,U-5229,P10,L-NC1,Reels,1,12500,7200,Completed
ORD-47374,2024-02-12 15:02:00,U-5356,P14,L-SE1,Reels,1,2000,300,Completed
ORD-44228,2024-02-12 17:32:00,U-5812,P14,L-SW2,Reels,1,2000,300,Completed
ORD-41957,2024-02-12 18:40:00,U-5598,P16,L-NC1,Direct Link,1,8500,3800,Completed
ORD-42045,2024-02-12 18:52:00,U-5248,P13,L-SS1,Profile Feed,2,4500,2100,Completed
ORD-46711,2024-02-12 18:55:00,U-5931,P13,L-SW1,Search,2,4500,2100,Completed
ORD-45162,2024-02-12 19:02:00,U-5587,P12,L-SW2,Reels,1,28000,19000,Refunded
ORD-40551,2024-02-12 19:23:00,U-5456,P11,L-SW1,Reels,1,35000,4500,Completed
ORD-45638,2024-02-12 19:31:00,U-5997,P10,L-SW2,Direct Link,1,12500,7200,Completed
ORD-42142,2024-02-12 19:38:00,U-5034,P15,L-SW1,Reels,1,6000,1500,Completed
ORD-40500,2024-02-12 19:41:00,U-5665,P16,L-SW1,Reels,1,8500,3800,Completed
ORD-45048,2024-02-12 20:26:00,U-5316,P14,L-SW2,Search,1,2000,300,Completed
ORD-46597,2024-02-12 20:35:00,U-5782,P10,L-SW1,Profile Feed,2,12500,7200,Completed
ORD-42324,2024-02-12 20:36:00,U-5575,P13,L-SE1,Chant,1,4500,2100,Failed
ORD-45536,2024-02-12 20:46:00,U-5115,P15,L-SW2,Reels,1,6000,1500,Completed
ORD-40281,2024-02-12 20:52:00,U-5260,P13,L-NC1,Reels,1,4500,2100,Completed
ORD-46822,2024-02-12 20:59:00,U-5415,P11,L-NW1,Reels,1,35000,4500,Completed
ORD-42999,2024-02-12 21:15:00,U-5189,P15,L-NC1,Reels,2,6000,1500,Completed
ORD-45528,2024-02-12 21:39:00,U-5128,P10,L-NC1,Search,1,12500,7200,Completed
ORD-43451,2024-02-12 21:39:00,U-5329,P12,L-SE1,Profile Feed,1,28000,19000,Completed
ORD-40428,2024-02-12 21:52:00,U-5350,P11,L-SS1,Reels,1,35000,4500,Completed
ORD-47422,2024-02-12 21:53:00,U-5354,P12,L-NW1,Reels,1,28000,19000,Completed
ORD-44954,2024-02-12 22:14:00,U-5130,P11,L-SW1,Reels,1,35000,4500,Completed
ORD-45137,2024-02-12 22:37:00,U-5657,P16,L-SS1,Reels,1,8500,3800,Completed
ORD-43872,2024-02-12 23:16:00,U-5947,P14,L-SW1,Search,1,2000,300,Completed
ORD-45982,2024-02-12 23:57:00,U-5621,P13,L-SW2,Reels,2,4500,2100,Completed
ORD-43082,2024-02-13 00:23:00,U-5024,P11,L-SE1,Chant,1,35000,4500,Completed
ORD-46484,2024-02-13 07:06:00,U-5254,P15,L-SW2,Chant,1,6000,1500,Completed
ORD-41623,2024-02-13 09:52:00,U-5275,P14,L-SW1,Direct Link,3,2000,300,Completed
ORD-42854,2024-02-13 13:58:00,U-5866,P11,L-SW1,Reels,1,35000,4500,Completed
ORD-41618,2024-02-13 14:52:00,U-5570,P12,L-SW1,Chant,2,28000,19000,Completed
ORD-46135,2024-02-13 15:44:00,U-5326,P15,L-SS1,Search,1,6000,1500,Completed
ORD-47117,2024-02-13 16:22:00,U-5687,P15,L-SE1,Chant,1,6000,1500,Completed
ORD-41516,2024-02-13 16:47:00,U-5079,P14,L-NC1,Reels,1,2000,300,Completed
ORD-46994,2024-02-13 17:24:00,U-5812,P13,L-SE1,Chant,3,4500,2100,Completed
ORD-46609,2024-02-13 17:28:00,U-5807,P16,L-SS1,Reels,1,8500,3800,Completed
ORD-46505,2024-02-13 17:36:00,U-5934,P14,L-SS1,Chant,1,2000,300,Completed
ORD-44835,2024-02-13 18:23:00,U-5340,P11,L-SS1,Reels,1,35000,4500,Completed
ORD-44016,2024-02-13 18:27:00,U-5569,P15,L-SW1,Chant,2,6000,1500,Completed
ORD-41022,2024-02-13 19:02:00,U-5955,P12,L-SE1,Chant,1,28000,19000,Completed
ORD-42003,2024-02-13 19:15:00,U-5991,P15,L-SE1,Search,1,6000,1500,Failed
ORD-46452,2024-02-13 19:15:00,U-5822,P14,L-NW1,Reels,1,2000,300,Completed
ORD-42030,2024-02-13 19:24:00,U-5663,P11,L-NC1,Chant,1,35000,4500,Completed
ORD-41589,2024-02-13 19:28:00,U-5242,P13,L-SS1,Reels,1,4500,2100,Completed
ORD-46443,2024-02-13 19:45:00,U-5517,P16,L-NW1,Reels,2,8500,3800,Completed
ORD-45703,2024-02-13 19:54:00,U-5635,P12,L-SW2,Direct Link,1,28000,19000,Failed
ORD-45115,2024-02-13 19:56:00,U-5453,P14,L-SS1,Reels,1,2000,300,Completed
ORD-45205,2024-02-13 20:05:00,U-5733,P14,L-SW2,Profile Feed,1,2000,300,Completed
ORD-41256,2024-02-13 20:22:00,U-5715,P13,L-NW1,Profile Feed,1,4500,2100,Completed
ORD-43015,2024-02-13 20:34:00,U-5510,P11,L-NC1,Reels,1,35000,4500,Completed
ORD-43334,2024-02-13 20:40:00,U-5802,P13,L-NW1,Reels,2,4500,2100,Completed
ORD-44135,2024-02-13 21:35:00,U-5500,P12,L-NC1,Reels,1,28000,19000,Completed
ORD-44086,2024-02-13 21:39:00,U-5344,P12,L-NC1,Chant,1,28000,19000,Completed
ORD-44924,2024-02-13 21:43:00,U-5530,P10,L-SW1,Chant,1,12500,7200,Failed
ORD-41816,2024-02-13 21:57:00,U-5096,P16,L-SW1,Reels,3,8500,3800,Completed
ORD-40911,2024-02-13 22:18:00,U-5490,P13,L-SS1,Chant,1,4500,2100,Completed
ORD-45587,2024-02-13 22:37:00,U-5549,P16,L-SW1,Reels,1,8500,3800,Completed
ORD-41301,2024-02-13 22:43:00,U-5940,P14,L-SW2,Direct Link,1,2000,300,Completed
ORD-41309,2024-02-14 05:27:00,U-5713,P16,L-SE1,Chant,1,8500,3800,Completed
ORD-43600,2024-02-14 10:41:00,U-5975,P12,L-SE1,Reels,1,28000,19000,Completed
ORD-40987,2024-02-14 10:52:00,U-5901,P11,L-SE1,Reels,1,35000,4500,Completed
ORD-43267,2024-02-14 12:23:00,U-5432,P12,L-NC1,Search,1,28000,19000,Completed
ORD-47495,2024-02-14 12:31:00,U-5290,P12,L-SW1,Search,2,28000,19000,Failed
ORD-43225,2024-02-14 15:53:00,U-5505,P16,L-NC1,Reels,1,8500,3800,Failed
ORD-41186,2024-02-14 16:37:00,U-5223,P15,L-NC1,Chant,1,6000,1500,Completed
ORD-47460,2024-02-14 18:51:00,U-5304,P15,L-SW1,Direct Link,3,6000,1500,Completed
ORD-47178,2024-02-14 19:01:00,U-5389,P11,L-SW1,Reels,1,35000,4500,Completed
ORD-44472,2024-02-14 19:07:00,U-5901,P15,L-NW1,Chant,1,6000,1500,Completed
ORD-44057,2024-02-14 19:20:00,U-5487,P13,L-NW1,Reels,1,4500,2100,Completed
ORD-43031,2024-02-14 19:25:00,U-5446,P10,L-NW1,Reels,1,12500,7200,Completed
ORD-44181,2024-02-14 20:22:00,U-5910,P12,L-SS1,Chant,1,28000,19000,Completed
ORD-46648,2024-02-14 20:23:00,U-5540,P10,L-SE1,Direct Link,1,12500,7200,Completed
ORD-46709,2024-02-14 20:29:00,U-5680,P13,L-SS1,Profile Feed,1,4500,2100,Failed
ORD-45264,2024-02-14 21:07:00,U-5367,P13,L-SW1,Chant,1,4500,2100,Completed
ORD-40037,2024-02-14 21:33:00,U-5142,P15,L-SS1,Reels,1,6000,1500,Failed
ORD-43487,2024-02-14 21:33:00,U-5872,P15,L-SW2,Chant,1,6000,1500,Completed
ORD-42681,2024-02-14 21:33:00,U-5632,P11,L-SW2,Reels,1,35000,4500,Completed
ORD-41945,2024-02-14 22:07:00,U-5437,P15,L-NC1,Reels,1,6000,1500,Completed
ORD-41339,2024-02-14 22:28:00,U-5657,P11,L-NW1,Reels,1,35000,4500,Completed
ORD-46010,2024-02-14 22:50:00,U-5787,P13,L-SW2,Reels,1,4500,2100,Completed
ORD-45130,2024-02-14 23:45:00,U-5684,P12,L-NC1,Direct Link,3,28000,19000,Completed
ORD-46199,2024-02-15 07:23:00,U-5123,P11,L-SW1,Reels,1,35000,4500,Refunded
ORD-43116,2024-02-15 09:04:00,U-5754,P12,L-SS1,Chant,1,28000,19000,Failed
ORD-47287,2024-02-15 09:25:00,U-5521,P11,L-SW2,Profile Feed,1,35000,4500,Failed
ORD-41441,2024-02-15 10:29:00,U-5856,P16,L-NC1,Chant,1,8500,3800,Completed
ORD-40088,2024-02-15 12:16:00,U-5675,P16,L-NW1,Reels,2,8500,3800,Completed
ORD-46690,2024-02-15 15:48:00,U-5705,P11,L-NW1,Chant,1,35000,4500,Completed
ORD-41474,2024-02-15 16:19:00,U-5055,P14,L-SS1,Chant,1,2000,300,Completed
ORD-44182,2024-02-15 17:15:00,U-5197,P11,L-NW1,Direct Link,1,35000,4500,Completed
ORD-43228,2024-02-15 17:41:00,U-5353,P12,L-NW1,Chant,1,28000,19000,Completed
ORD-44794,2024-02-15 18:07:00,U-5009,P15,L-NC1,Chant,2,6000,1500,Completed
ORD-46084,2024-02-15 18:40:00,U-5398,P12,L-SS1,Reels,1,28000,19000,Completed
ORD-42485,2024-02-15 19:07:00,U-5739,P11,L-SW1,Reels,1,35000,4500,Completed
ORD-42050,2024-02-15 21:06:00,U-5581,P13,L-SS1,Chant,1,4500,2100,Completed
ORD-46188,2024-02-15 22:34:00,U-5757,P12,L-SE1,Direct Link,1,28000,19000,Completed
ORD-42878,2024-02-16 07:21:00,U-5542,P13,L-SE1,Reels,1,4500,2100,Completed
ORD-40894,2024-02-16 09:06:00,U-5663,P11,L-NC1,Reels,2,35000,4500,Completed
ORD-42910,2024-02-16 10:08:00,U-5910,P13,L-SW2,Reels,1,4500,2100,Completed
ORD-42525,2024-02-16 10:56:00,U-5504,P11,L-NW1,Profile Feed,1,35000,4500,Completed
ORD-45631,2024-02-16 11:06:00,U-5707,P14,L-SW2,Reels,2,2000,300,Completed
ORD-40921,2024-02-16 12:08:00,U-5312,P11,L-SW2,Reels,1,35000,4500,Completed
ORD-46497,2024-02-16 13:38:00,U-5146,P15,L-SW1,Reels,2,6000,1500,Completed
ORD-44243,2024-02-16 13:42:00,U-5409,P12,L-NW1,Reels,1,28000,19000,Completed
ORD-44024,2024-02-16 14:28:00,U-5313,P16,L-SS1,Reels,1,8500,3800,Completed
ORD-40451,2024-02-16 15:44:00,U-5200,P14,L-SS1,Chant,1,2000,300,Completed
ORD-40501,2024-02-16 15:56:00,U-5690,P11,L-NW1,Direct Link,1,35000,4500,Completed
ORD-47222,2024-02-16 16:51:00,U-5504,P16,L-SW1,Reels,1,8500,3800,Completed
ORD-40292,2024-02-16 17:39:00,U-5839,P15,L-NW1,Chant,1,6000,1500,Failed
ORD-44713,2024-02-16 17:59:00,U-5328,P12,L-SE1,Reels,1,28000,19000,Completed
ORD-40272,2024-02-16 18:04:00,U-5697,P15,L-SW2,Search,1,6000,1500,Completed
ORD-45191,2024-02-16 18:32:00,U-5942,P14,L-SW1,Reels,1,2000,300,Completed
ORD-41598,2024-02-16 19:53:00,U-5750,P15,L-SW1,Reels,1,6000,1500,Refunded
ORD-43495,2024-02-16 20:43:00,U-5860,P14,L-SW2,Direct Link,1,2000,300,Completed
ORD-43424,2024-02-16 20:47:00,U-5173,P16,L-SW1,Direct Link,1,8500,3800,Completed
ORD-45108,2024-02-16 20:58:00,U-5731,P14,L-NC1,Reels,2,2000,300,Completed
ORD-45081,2024-02-16 21:18:00,U-5743,P15,L-NC1,Reels,2,6000,1500,Completed
ORD-46894,2024-02-16 21:30:00,U-5596,P12,L-SS1,Chant,1,28000,19000,Completed
ORD-45903,2024-02-16 21:46:00,U-5336,P10,L-SS1,Reels,1,12500,7200,Completed
ORD-46716,2024-02-16 22:06:00,U-5807,P12,L-NW1,Direct Link,1,28000,19000,Completed
ORD-43615,2024-02-16 23:23:00,U-5113,P15,L-NC1,Reels,1,6000,1500,Completed
ORD-43197,2024-02-17 09:47:00,U-5644,P16,L-SW1,Chant,1,8500,3800,Completed
ORD-43858,2024-02-17 11:24:00,U-5123,P13,L-NW1,Profile Feed,1,4500,2100,Completed
ORD-43943,2024-02-17 12:32:00,U-5830,P12,L-SW2,Reels,1,28000,19000,Completed
ORD-42296,2024-02-17 13:51:00,U-5081,P12,L-NW1,Reels,1,28000,19000,Completed
ORD-46284,2024-02-17 15:46:00,U-5260,P16,L-NC1,Reels,1,8500,3800,Completed
ORD-46433,2024-02-17 17:07:00,U-5243,P13,L-SW1,Reels,1,4500,2100,Completed
ORD-40895,2024-02-17 17:50:00,U-5572,P16,L-SE1,Direct Link,3,8500,3800,Completed
ORD-42937,2024-02-17 19:03:00,U-5255,P11,L-SW1,Direct Link,1,35000,4500,Completed
ORD-45388,2024-02-17 19:23:00,U-5200,P14,L-NW1,Search,1,2000,300,Completed
ORD-44746,2024-02-17 19:25:00,U-5906,P12,L-SS1,Profile Feed,2,28000,19000,Failed
ORD-41546,2024-02-17 19:54:00,U-5698,P11,L-SE1,Reels,1,35000,4500,Completed
ORD-40258,2024-02-17 20:33:00,U-5801,P16,L-SE1,Chant,1,8500,3800,Completed
ORD-45127,2024-02-17 20:34:00,U-5727,P11,L-SW2,Chant,1,35000,4500,Completed
ORD-40458,2024-02-17 20:43:00,U-5335,P12,L-SW1,Chant,1,28000,19000,Completed
ORD-45090,2024-02-17 21:03:00,U-5124,P10,L-NW1,Reels,1,12500,7200,Completed
ORD-43748,2024-02-17 21:22:00,U-5509,P10,L-SS1,Chant,1,12500,7200,Completed
ORD-42764,2024-02-17 21:50:00,U-5222,P16,L-SE1,Reels,1,8500,3800,Failed
ORD-45993,2024-02-17 22:30:00,U-5724,P10,L-SW1,Direct Link,2,12500,7200,Completed
ORD-40655,2024-02-17 22:53:00,U-5474,P10,L-SW2,Reels,1,12500,7200,Completed
ORD-44877,2024-02-17 22:58:00,U-5174,P10,L-SW2,Profile Feed,1,12500,7200,Completed
ORD-43812,2024-02-17 23:38:00,U-5488,P15,L-SW1,Reels,2,6000,1500,Failed
ORD-47334,2024-02-18 07:45:00,U-5968,P15,L-SW2,Reels,1,6000,1500,Completed
ORD-45970,2024-02-18 08:18:00,U-5760,P13,L-SW1,Chant,1,4500,2100,Failed
ORD-45409,2024-02-18 09:09:00,U-5605,P10,L-SE1,Direct Link,1,12500,7200,Completed
ORD-40623,2024-02-18 10:08:00,U-5426,P16,L-SW1,Direct Link,1,8500,3800,Completed
ORD-45622,2024-02-18 10:12:00,U-5894,P10,L-SS1,Chant,1,12500,7200,Completed
ORD-42783,2024-02-18 10:45:00,U-5533,P10,L-SE1,Reels,3,12500,7200,Completed
ORD-44771,2024-02-18 11:26:00,U-5879,P15,L-SW1,Chant,1,6000,1500,Completed
ORD-40240,2024-02-18 13:18:00,U-5434,P12,L-SS1,Chant,1,28000,19000,Completed
ORD-46400,2024-02-18 13:54:00,U-5293,P13,L-SW1,Reels,1,4500,2100,Completed
ORD-41084,2024-02-18 14:41:00,U-5672,P13,L-SS1,Direct Link,1,4500,2100,Completed
ORD-41917,2024-02-18 16:00:00,U-5424,P11,L-SS1,Chant,1,35000,4500,Completed
ORD-40116,2024-02-18 16:09:00,U-5842,P16,L-SW2,Reels,1,8500,3800,Completed
ORD-45134,2024-02-18 16:46:00,U-5200,P11,L-NW1,Reels,1,35000,4500,Completed
ORD-40424,2024-02-18 16:56:00,U-5777,P14,L-SS1,Reels,1,2000,300,Completed
ORD-40047,2024-02-18 16:58:00,U-5120,P13,L-SE1,Chant,1,4500,2100,Completed
ORD-42108,2024-02-18 17:18:00,U-5565,P12,L-SW2,Chant,2,28000,19000,Completed
ORD-44460,2024-02-18 17:27:00,U-5836,P11,L-SW1,Search,1,35000,4500,Failed
ORD-45805,2024-02-18 17:28:00,U-5315,P15,L-SS1,Reels,1,6000,1500,Completed
